Review,Rating,One-word Review,Product Name,Product ID,Sentiment_Score,compound,vader_lexicon_Sentiment,Polarity,TextBlob_Sentiment,predicted_sentiment,recommendation
"One month of using pixel 7 Pros : The Cameraa ofcourse ! Design is very stylish , display is good , os is clean  Cons: Heating was my main problem. Without a case, we can feel the heat in the aluminium frame. But after 1st week it reduces, the phone studies our habits and somewhat rectifies. Battery is okay for me but for 50k, it could be way better. If you want to game, this phone is not for you. Processor is not that great. Charging speed - Dear google, whyy 20w? Its slow but manageable. C... READ MORE",4,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.06, 'neu': 0.797, 'pos': 0.144, 'compound': 0.7815}",0.9916423559188843,Positive,0.3483333333333334,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its One month of using pixel 7 Pros : The Cameraa ofco...
"Pros: 1. Battery backup: yes, after the recent Android 14 update, the battery backup has been exceptional. 2. True tone camera. Absolutely amazing camera. 3. Premium build quality. 4. Haptics are excellent.  Cons: 1. Takes a long time to charge. Close to 1.5 hours for a full charge. 2. The display has a yellowish tint.",5,Awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.923}",0.9491750597953796,Positive,0.4166666666666667,Positive,POSITIVE,"Highly recommend Google Pixel 7! Users love it for its Pros: 1. Battery backup: yes, after the recent And..."
Good photos,5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.9998674392700195,Positive,0.7,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Good photos...
Amazing one and finally got my Pixel 7. So many features are there. camera ultimate both rear and front. The phone looks premium and very smooth. Astro photo is amazing and it will be great in low light for astro photo. Totally pixel rocked,5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.039, 'neu': 0.743, 'pos': 0.217, 'compound': 0.891}",0.9997437596321106,Positive,0.342,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Amazing one and finally got my Pixel 7. So many fe...
"It's been more than 15 days since I started using Pixel 7. Initially I was a bit hesitant because of charging speed and overall battery capacity as on the other hand some phones were providing 100W of fast charging. However, I finally decided to go ahead with the Pixel 7 because of its machine learning capabilities.  Performance - 4.5/5 Tensor G2 has done a great job and everything feels smooth and snappy. Haptics are great.  Display - 3.5/5 90 Hz refresh rate is kinda good. Though the peak b... READ MORE",4,Good choice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.021, 'neu': 0.83, 'pos': 0.149, 'compound': 0.9187}",0.9991402626037598,Positive,0.3431818181818182,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its It's been more than 15 days since I started using ...
"This is the first time ever I bought a google phone and this experience with phone is really awesome, I am already using iphone 13 pro and i needed secondary phone due to low battery life of apple . The camera performance of pixel 7 is really shocking it clicks fabulous shots , hdr contents in photos even beat my iphone.",5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.081, 'neu': 0.795, 'pos': 0.124, 'compound': 0.5719}",0.9979350566864014,Positive,0.0321428571428571,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its This is the first time ever I bought a google phon...
First pixel and it's living upto the expectation,4,Worth the money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.9976711869239807,Neutral,0.25,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its First pixel and it's living upto the expectation...
I was pixel 4a user. Using pixel 7 for 1 day. As per me pixel 4a camera was better to do astrophotography. That was only 12.2MP. I have expected better clarity for this 50MP camera. But it can't take proper moon picture(attached). Picture is getting hazy on zoom for pixel 7. Day light it catch good photos with clarity. Potrait mode is good. Battery is also not that good it's average. Phone is having heating issue. Phone is getting heated If i open 2 3 Apps only.,3,Decent product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.9631}",0.9565367102622986,Positive,0.2708333333333333,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its I was pixel 4a user. Using pixel 7 for 1 day. As p...
Battery issue solved after update! Satisfied product overall.,5,Highly recommended,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.636}",0.973671019077301,Positive,0.25,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Battery issue solved after update! Satisfied produ...
"I Have waited until i could share this i received the delivery on 21 st jan.so its been 18 days i have been using the pixel 7 and here is what i have to say, before that let me clear this up i am long time pixel user from 2xl,3 xl then 4a and now 7..i choose to skip 4 and 5 as they were not available in india and i cannot opt for emi for my choice,  So first up if you are looking for the below things in a phone you should avoid this. 1)Raw performance 2)long gaming sessions 3)Top of the line ... READ MORE",5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.022, 'neu': 0.931, 'pos': 0.048, 'compound': 0.3818}",0.9984922409057617,Positive,0.12,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its I Have waited until i could share this i received ...
Amazing,5,Brilliant,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.999875545501709,Positive,0.6000000000000001,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Amazing...
"The camera performance is outstanding, I love it. Overall performance is good. But battery life not perfect .",5,Best in the market!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.173, 'neu': 0.521, 'pos': 0.306, 'compound': 0.2624}",0.9876794219017029,Positive,0.24,Positive,NEGATIVE,"Highly recommend Google Pixel 7! Users love it for its The camera performance is outstanding, I love it. ..."
"After using OnePlus for 7 years was waiting to switch to Google Mobile. Finally Google released it's flagships here in India after so long. The moment i see the available stock, i placed the order. Delivery was damn slow, it took a week. About the product; it's the best choice i made. Though you see better specs outside for the same price, but the stock Android OS with smart Tensor chip keeps this mobile miles ahead of them. Camera was amazing. It literally killing the professional photograp... READ MORE",4,Really Nice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.08, 'neu': 0.786, 'pos': 0.134, 'compound': 0.6542}",0.9740807414054871,Positive,0.2470238095238095,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its After using OnePlus for 7 years was waiting to swi...
Upgraded from OnePlus 8 My Sacrifices:- Curved display Fast charging Battery backup Snappy UI  I also enjoy Google's native software Camera In hand feel Stereo speakers,4,Worth the money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7506}",0.9928001165390015,Positive,0.3,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Upgraded from OnePlus 8 My Sacrifices:- Curved dis...
It's Really One of the best phone at a discounted price. Thanks to google and Flipkart for making it available in India.,5,Brilliant,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8074}",0.9997647404670715,Positive,0.4499999999999999,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its It's Really One of the best phone at a discounted ...
"Overall satisfied with this purchase, battery backup is little bit disappointed also the charging speed. Apart from that Camera and pure android experience is just awesome",5,Terrific,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.086, 'neu': 0.703, 'pos': 0.211, 'compound': 0.6222}",0.9990993738174438,Positive,0.1294642857142857,Positive,POSITIVE,"Highly recommend Google Pixel 7! Users love it for its Overall satisfied with this purchase, battery back..."
UI is very smooth and in hand feel is so good. The display is astonishing. Only concern is the battery backup. Not feeling the power for 4830 mah.maybe some updates fix it soon. Hope. The best camera setup in that price range.,5,Mind-blowing purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.706, 'pos': 0.268, 'compound': 0.9283}",0.9976966977119446,Positive,0.5439999999999999,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its UI is very smooth and in hand feel is so good. The...
"Awesome camera, good design, flawless performance and a decent battery performance. Overall a perfect flagship phone. Just go for it.",5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.9371}",0.9998517036437988,Positive,0.6444444444444445,Positive,POSITIVE,"Highly recommend Google Pixel 7! Users love it for its Awesome camera, good design, flawless performance ..."
The phone was excellent and beat the iPhone 13 '14,5,Terrific,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}",0.9992305040359497,Positive,1.0,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its The phone was excellent and beat the iPhone 13 '14...
"Reviewing after 1 month of usage,  Camera quality - quite good performs well at every scenario but the front camera falls behind in low light conditions.  Connectivity - don't have any issue cuz I mostly wifi user  Build quality and design - I absolutely build and design as it stands out from the competition, look and feel very good in hand better than iphone 14,  Performance - performance is kind a mehh.. but very quick and good for daily driver cuz app opening and loading is quite fast a... READ MORE",5,Highly recommended,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.727, 'pos': 0.247, 'compound': 0.9746}",0.9504455924034119,Positive,0.3745238095238095,Positive,POSITIVE,"Highly recommend Google Pixel 7! Users love it for its Reviewing after 1 month of usage,  Camera quality ..."
I MOVED FROM IPHONE TO PIXEL IN ANY WAY PIXEL (ANDROID) NOT DISAPPOINT ME PERFORMANCE IS REALLY GOOD CAMERA OUTSTANDING SPECIALLY NIGHT SITE I HAVE FACED LITTLE BIT HEATING ISSUE THEN AFTER 3 DAYS NO HEARING ISSUES I WORRIED ABOUT BATTERY LIFE BUT TREST ME IT'S REALLY MANAGEABLE BUT NEEDS TO IMPROVE CHARGING SPEED DISPLAY AND TOUCH GOOD,5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.049, 'neu': 0.726, 'pos': 0.224, 'compound': 0.9061}",0.9720088243484497,Positive,0.3782738095238095,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its I MOVED FROM IPHONE TO PIXEL IN ANY WAY PIXEL (AND...
Loved photograph mainly autofocus and details and colour just amazing,5,Super!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.8271}",0.9998533725738525,Positive,0.4888888888888889,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Loved photograph mainly autofocus and details and ...
Camera Better Good Captured picture But portrait mode need improved Battery need improve Performance good Feel like premium phone But heating Issue Battery Drain very fast Battery Backup 6 hours 1 Day 2 times charge phone Operating system very smooth,5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9584}",0.9720316529273987,Positive,0.536,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Camera Better Good Captured picture But portrait m...
"Writing this review after a month of usage of my first Pixel device.  Overall, this is an all-rounder device with a good battery, great display, and a fantastic camera and software experience.  The build quality is very premium as expected. The design is good to look at and the device is steady when kept on a flat surface (no wobbling due to camera module design). It's a tad bit slippery, so it'll be a good idea to use a back cover.  The display is crisp and the touch and haptic response is g... READ MORE",5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.9468}",0.9990397095680237,Positive,0.2944444444444444,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Writing this review after a month of usage of my f...
Camera is excellent and the touch is fantastic... Best phone used till date.. After using for 1 month... Google have arrived..,5,Highly recommended,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.836}",0.9998421669006348,Positive,0.7999999999999999,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Camera is excellent and the touch is fantastic... ...
Excellent mobile Camera - top notch Performance - snapy n fast Battery performance - decent. Last for more than 12 hrs on heavy and moderate use.  People are cribbing about charging time 1.5hrs . I feel it still ok as last for more time no need to change again n gain. Think you are getting top notch product at this price  My suggestion don't go for OnePlus or s22 at this range. Pixel 7 is really value for money.  Another reason I opted for 7 instead of 7pro because same primary sensor which ... READ MORE,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.814, 'pos': 0.161, 'compound': 0.9025}",0.9669570922851562,Positive,0.2979166666666666,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Excellent mobile Camera - top notch Performance - ...
"Actually I was looking for iphones having large internal memory storage 256gb and also having minimum display size upto 6.1. Camera expected to be more than enough. Not much bloatware.  But when I surfed for Google phones last 5 months. I was really appreciating moment for me that I will have one of this for me.  I have used all this phones like:-  Nokia 1650, Music Xpress in 2009 Samsung keypad 2010 Nokia Lumia 9 series, Micromax Canvas A in 2013 Samsung S4 in 2013 Sony xperia z3 compact in... READ MORE",5,Mind-blowing purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.6474}",0.9867282509803772,Positive,0.1214285714285714,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Actually I was looking for iphones having large in...
"Awesome camera quality, best in segment. The battery was not that good, I use mobile all day and I need to charge the battery 3 times but On 10th October, I have updated it to Android 14 and now the battery is working much better and the heating issue is there but we can ignore that because when we charge the phone it gets heated but after some time when you use it it manages well with the heating and maintains a decent temperature. I used to play BGMI and the performance is awesome, no laggi... READ MORE",5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.07, 'neu': 0.747, 'pos': 0.184, 'compound': 0.928}",0.9767976999282837,Positive,0.6952380952380953,Positive,POSITIVE,"Highly recommend Google Pixel 7! Users love it for its Awesome camera quality, best in segment. The batte..."
Amazing Camera,5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.9998745918273926,Positive,0.6000000000000001,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Amazing Camera...
"The camera is a beast, the battery is something where google actually needs a lot of improvement Pathetic after sell service by Google as well as Flipkart. Performance is top notch",4,Pretty good,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.104, 'neu': 0.702, 'pos': 0.194, 'compound': 0.296}",0.6464322805404663,Positive,-0.1666666666666666,Negative,POSITIVE,"Consider Google Pixel 7 if you're looking for a solid option. Users say: The camera is a beast, the battery is something wh..."
I'm Really Very Happy With This Mobile.. Camera is Better Then iPhone 14..!!,5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.8296}",0.9997314810752869,Positive,0.890625,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its I'm Really Very Happy With This Mobile.. Camera is...
Best smartphone in this price range with good battery backup. Better than samsung s22 ultra and iPhone 14 pro. Camera is damn good,5,Best in the market!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.08, 'neu': 0.536, 'pos': 0.384, 'compound': 0.8807}",0.9996119141578674,Positive,0.7250000000000001,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Best smartphone in this price range with good batt...
Heating near camera .. Google asks to shutdown n use one app .. with some story,3,Good,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.9981077909469604,Neutral,0.1,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Heating near camera .. Google asks to shutdown n u...
Camera is ofcourse it's main selling point but also due to it when processing photos phone tends to heat up and not having option to add external card is con that i find a little disappointing,4,Good choice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.5941}",0.9991915822029114,Negative,-0.1491666666666666,Negative,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Camera is ofcourse it's main selling point but als...
"The phone is great. If you are a moderate user you've got nothing to worry about. The camera and software is Amazing. The phone is snappy and the display is good. But if you play a lot of games, this isn't the phone for you as it gets hot after sometime and that's an issue. Other than that, it's a solid phone.",4,Worth the money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.8911}",0.9995678067207336,Positive,0.3178571428571429,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its The phone is great. If you are a moderate user you...
Overall value for money camera is just another level,4,Good choice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.9929545521736145,Positive,0.0,Neutral,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Overall value for money camera is just another lev...
"Phone is great for is it's price. Still has a lot of bugs in OS. No 5G both in Airtel and Jio, will come in a software update later. Battery idle drain is great but drains heavily under heavy use. Display is good and speakers are average. Overall good product foor it's price",4,Delightful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.762, 'pos': 0.212, 'compound': 0.9042}",0.9262855648994446,Positive,0.2722222222222222,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Phone is great for is it's price. Still has a lot ...
Heating issues are there. Feels a but heavy. But overall its a great smartphone.,4,Nice product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.7684}",0.9861946105957031,Positive,0.2,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Heating issues are there. Feels a but heavy. But o...
"Liked the product very much. Camera is fascinating, display is very good and battery is okay, can withstand only a day and not as advertised. Saw some bugs here and there in the phone, nothing serious. The main hardship is very slow charging. Looks like that is a common issue with other pixel owners as well. Hope Google fixes the above issues quicker.",4,Really Nice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.031, 'neu': 0.699, 'pos': 0.27, 'compound': 0.9415}",0.669421911239624,Positive,0.1656944444444444,Positive,NEGATIVE,Consider Google Pixel 7 if you're looking for a solid option. Users say: Liked the product very much. Camera is fascinating...
Camera quality decent... But battery ..... draining very fast.. If want to buy this phone be ready to charge twice a day.,4,Value-for-money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.6243}",0.992275059223175,Positive,0.2088888888888889,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Camera quality decent... But battery ..... drainin...
Display and camera are A grade. Heat up while charging.. All other is great ,5,Terrific,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.9997269511222839,Positive,0.3375,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Display and camera are A grade. Heat up while char...
Best Android phone at definitely game changer as compared to iphone. Excellent camera and premium in hand feel.. excellent features and reliable battery.  A true smartphone.,5,Awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.9652}",0.9998146891593933,Positive,0.5900000000000001,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Best Android phone at definitely game changer as c...
"Not as expected.  Have been using this since October 14th , got this in pre order... Battery is not at all good even though i have been using it with adaptive battery. With very low and below average usage you can survive for a day if you are lucky enough.  Camera keeps on Crashing...have to restart the phone many a times then only Camera will work.  Ear piece distortion can also be felt sometimes.  Network issue....Reception is not at all good in this phone , call drop , voice cracking, ca... READ MORE",3,Good,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.099, 'neu': 0.871, 'pos': 0.03, 'compound': -0.671}",0.9996236562728882,Negative,0.2483333333333333,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Not as expected.  Have been using this since Octob...
"Amazing camera quality very happy with this product,No heating issue ",5,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.507, 'pos': 0.493, 'compound': 0.8313}",0.9998551607131958,Positive,0.8,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Amazing camera quality very happy with this produc...
Best HDR images in the market....,5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.9998200535774231,Positive,1.0,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Best HDR images in the market.......
"I got this Mobile only in 29k and now this is Rs. 50k.  I was lucky to got this with buyback and coupon with Credit card offer.  Performance is amazing.  1. Camera: Very Good 2. Battery: Very Good 3. UI is fantastic there is so smooth, no any Android Makers can give this type of smooth UI without any Legs and bugs. You never feel borring due to legs. 4. No any call drop situation. Who is telling you about network issue those are liers. 5. Don't Transfer your Data from Old Mobile. Take Backup... READ MORE",5,Just wow!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.061, 'neu': 0.768, 'pos': 0.171, 'compound': 0.9247}",0.9971144199371338,Positive,0.4025757575757575,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its I got this Mobile only in 29k and now this is Rs. ...
"An amazing phone with brilliant performance, very fast app openings, no lag or bloatware anywhere. I'm fully satisfied and recommend others to buy it. I previously used an iPhone, but when compared to that, I really like the Pixel phone. My previous phone was the Pixel 6a. The most beautiful thing about Pixel phones is that we can keep only the apps we want; there's no need for any third-party apps, which could compromise our privacy. The camera experience is excellent, with vibrant and natur... READ MORE",5,Simply awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.056, 'neu': 0.673, 'pos': 0.27, 'compound': 0.9756}",0.9997937083244324,Positive,0.3956410256410256,Positive,POSITIVE,"Highly recommend Google Pixel 7! Users love it for its An amazing phone with brilliant performance, very ..."
Beautiful compact phone with a great camera and AI based software features.,5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.8402}",0.9998080134391785,Positive,0.825,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Beautiful compact phone with a great camera and AI...
Magical Camera.. ,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.9998250603675842,Neutral,0.5,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Magical Camera.. ...
I was a pixel 3a xl user for the last 3 years. Still today I never got a chance to disappoint with camera and performance. Got exchanged with pixel 7. Like before I think no other phones gonna beat this' camera in next few years. A way better than overpriced iphone and similar brands.,5,Super!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.123, 'neu': 0.777, 'pos': 0.1, 'compound': -0.0618}",0.9941779375076294,Negative,0.0604166666666666,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its I was a pixel 3a xl user for the last 3 years. Sti...
Best camera I have ever experienced and I recommend this phone to all Google fans,5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7717}",0.999669075012207,Positive,0.9,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Best camera I have ever experienced and I recommen...
I'm using this mobile past 3week lets see the pros and cons   Design and Build Quality : I love this Design....To be say frankly this phone comes with solid build quality with aluminum finish and side buttons are very rigid overall build quality is amazing..  Camera : Without any doubts i can say this is one of the best camera in flagship series i compared a image with iPhone 13 and google pixel 7 both images are similar no major difference i found as of now i say the camera performance is... READ MORE,5,Honest Review.....Google Pixel 7,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.042, 'neu': 0.819, 'pos': 0.139, 'compound': 0.8517}",0.99918133020401,Positive,0.2518749999999999,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its I'm using this mobile past 3week lets see the pros...
It super mobile ,5,Great product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.987515926361084,Positive,0.3333333333333333,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its It super mobile ...
Best for photography.. colours captured are simply what seen by eyes and additional features are very well optimized Battery life - decent enough if used smartly can cross a day even. Lemongrass.... Wow .... Looks premium without any doubt.. Chosen it above iphone13 and feels it is the perfect decision,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.9632}",0.9993429780006409,Positive,0.2680952380952381,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Best for photography.. colours captured are simply...
Best Phone Every..Good Performance,5,Great product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.9997959733009338,Positive,1.0,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Best Phone Every..Good Performance...
Good phone from google.i liked the phone interface and all features,5,Just wow!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.9994868040084839,Positive,0.6499999999999999,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Good phone from google.i liked the phone interface...
"Clean Android as it should be. Yes battery and charging could have been better. But apart from that, better than iphone 13 camera, specially in dynamic range, the way it pulls up shadows in harsh sunlight. Subject seperation in portrait again better than iphone 13.  If expect a two day battery, iphone 13 is the best bet.",5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.052, 'neu': 0.645, 'pos': 0.303, 'compound': 0.9565}",0.9948939085006714,Positive,0.3125,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Clean Android as it should be. Yes battery and cha...
Great phone. good UI. Cameras are great. Can't go wrong with a pixel device. Loving the buy,5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.9556}",0.9998358488082886,Positive,0.48,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Great phone. good UI. Cameras are great. Can't go ...
"Cons: Battery - charge twice a day Fingerprint - 3-4 attempts required to unlock  Pros: good camera First to receive Android updates  Personal feedback: The phone is good only for photography. I don't think this serves as a daily driver due to battery performance. The phone is snappy, the camera is perfect but the battery and performance is pretty bad. The phone heats up quite quickly. I was using Motorola edge 30 before this and that had a better performance factor. I already sold this con... READ MORE",3,Does the job,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.051, 'neu': 0.794, 'pos': 0.155, 'compound': 0.8248}",0.9932576417922974,Positive,0.2621794871794872,Positive,NEGATIVE,Highly recommend Google Pixel 7! Users love it for its Cons: Battery - charge twice a day Fingerprint - 3...
Really the product was just out standing .. the phone in hand was very compact and feel premium .. camera is just top notch .. its clean Android,5,Awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.7717}",0.9977322816848755,Positive,0.3166666666666666,Positive,POSITIVE,Highly recommend Google Pixel 7! Users love it for its Really the product was just out standing .. the ph...
