Review,Rating,One-word Review,Product Name,Product ID,Sentiment_Score,compound,vader_lexicon_Sentiment
"This is one of the best Android experiences I've ever had. The phone is very smooth and the Android is clean and a treat to the experience. I have used Xiaomi, Poco, Samsung Android phones in the past and i have to say that the pixel 7 is a different beast.  The only con about this phone is the battery life. I am not a heavy user and still the battery drains by the end of the day.",5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.876, 'pos': 0.124, 'compound': 0.8625}",0.8625,Positive
Always enjoyed to use the pixel phones And finally a big jump from pixel 2xl to pixel 7 Camera always awesome on pixel phones And great phone for media consumption,5,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.685, 'pos': 0.315, 'compound': 0.91}",0.91,Positive
"I am enjoying the phone. I think you need to be aware of your requirements before buying this one. If you want a good overall phone, solid build, very capable cameras and the freedom that Android gives you, this is the one for you. If you want a performance oriented phone for gaming and most megapixel counts to boast around, it's not the phone for you.",5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.9392}",0.9392,Positive
Value for money...with premium quality,5,Best in the market!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.625, 'pos': 0.375, 'compound': 0.34}",0.34,Positive
"Very happy to see Google taking India seriously and it's a great thing for pixel enthusiasts. Great phone, battery needs to improve more. The camera is exceptional no one can match up to the software magic of Google camera. This phone is for not someone expecting a powerful performance oriented phone but for those who love an ultimate and smooth flagship experience. The haptics are so good. So satisfying to use the way they implemented haptics.",5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.048, 'neu': 0.651, 'pos': 0.3, 'compound': 0.9776}",0.9776,Positive
"Terribly poor battery back up, otherwise good. Hope software update fixes battery draining issue. Stunning display with fantastic detail and brightness Versatile camera system with impressive zoom Good low-light camera performance Promise of many years of updates",5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.118, 'neu': 0.475, 'pos': 0.407, 'compound': 0.9371}",0.9371,Positive
"An Amazing Phone with Best Camera , Better Performance and Camera ; an Amazing Unique Design! Must buy Flagship. Switched from Asus Zenfone Pro M1 after 4 years. Little Heating issues and Fingerprint should firmly be pressed to unlock the phone.Will update about Battery soon! Battery update: Fine battery life",4,Worth the money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.689, 'pos': 0.311, 'compound': 0.9551}",0.9551,Positive
"The Google pixel 7. It's fast. Beautiful has good cameras for normal photos. Portraits cinematic are just not really that good but normal video is also good. Not the best but still good though it's not a gaming phone, it could handle games just fine. It's enough for a casual gamer. The cameras are really good. One of the best for the price. If you live in a place where there is reception issues then then look out for the pixel connectivity issues because this phone has a weaker modem than the... READ MORE",5,Nice product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.113, 'neu': 0.691, 'pos': 0.195, 'compound': 0.7466}",0.7466,Positive
Great phone!  Haptics are amazing! Battery life was poor for the first 3-4 days. Then adaptive battery kicked in and now I'm getting 24 hrs+ battery life.  It gets a little warm while charging but overall a great phone!,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.044, 'neu': 0.683, 'pos': 0.273, 'compound': 0.894}",0.894,Positive
"It's been only 2 days but so far all looks fantastic. Switched from Galaxy S22 and no major frustrations. Some features such as photo unblurr, magic marker were missing first but after the software upgrade, all appeared. Easy to use stock Android with Google's awesome tricks. Some slowness observed earlier but that also gone with SW upgrade. Hoping to have the same long term reliability I had with my Nexus 4",5,Highly recommended,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.127, 'neu': 0.671, 'pos': 0.202, 'compound': 0.8674}",0.8674,Positive
"Camera quality is beyond expectation. Device gets hot frequently, definitely something to work on. The look and feel of the phone is excellent. Smooth touch. Value for money.",4,Delightful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.74, 'pos': 0.26, 'compound': 0.8316}",0.8316,Positive
"Loved it😍😍 Pros : 1.Classy camera especially the night shots are amazing, selfie is also best in class. 2.very smooth user experience, No need to talk about the stock Android and updates from google. 3.Premium design and the haptics are awesome. 4. You will not face any issues for daily usage, adding this because many people says it heats while doing daily tasks as well.  Cons: 1. Fingerprint sensor, For me it works smoothly for left thumb but when it comes for right thumb it won't work pr... READ MORE",5,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.017, 'neu': 0.863, 'pos': 0.12, 'compound': 0.8381}",0.8381,Positive
Perfect android mobile ever !!,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.6467}",0.6467,Positive
Best camera phone...I love it.. And best deal Flipkart and HDFC Bank... Thank you so much..,5,Awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.443, 'pos': 0.557, 'compound': 0.9442}",0.9442,Positive
At this price range the best mobile📱to have. Camera 📸 quality is awesome. Battery🔋life for one day with heavy gaming it wil be less than day. Tensor chip works awesome 👍 in multitasking apps and in games.,5,Great product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.721, 'pos': 0.279, 'compound': 0.9246}",0.9246,Positive
"Nice camera, slight heating issue i guess",5,Just wow!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.641, 'pos': 0.359, 'compound': 0.4215}",0.4215,Positive
I loved everything about this phone. Camera - 100 Animations and Software - 100 #TeamPixel,5,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.738, 'pos': 0.262, 'compound': 0.5994}",0.5994,Positive
Very nice camera phone,5,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.492, 'pos': 0.508, 'compound': 0.4754}",0.4754,Positive
"Upgraded from OnePlus 7. Pros: Pixel software experience is great(No lag), Ram management is great, very good camera, awesome haptic engine, good speakers, Good display.  Cons:  Battery life could have been better. Need to top up twice a day. I am mostly on wifi network. Not sure how it will hold up if i start using mobile data. You need to get PD changer seperately. Google should have included in the box. Charging speed is slow compare to others. Device gets warm. Not too hot.. I miss a lot ... READ MORE",3,Decent product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.019, 'neu': 0.735, 'pos': 0.246, 'compound': 0.9714}",0.9714,Positive
"First of all thank you Flipkart for delivering good product..  Design: Rating 5/5: Comes to look, the device looking sooo good 😊 and premium feel, the colour was awesome..  Usage:Rating-4/5: It absolutely too good 👍..no doubt at all 90hz refresh rate..it feels too good while using it and added the premium feel..no any lags and i haven't noticed any hanging also..it does the job 👍😊   Heating: Rating: 4/5: while during initial set-up it feel like Little hot,Sometimes during charging you can... READ MORE",5,Best in the market!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.053, 'neu': 0.772, 'pos': 0.175, 'compound': 0.891}",0.891,Positive
"If you are someone who has been habitual of seeing yourself fair in phones like Samsung, Realme, Xiaomi etc, then you may not be happy with the way it shows your skin... But you really want to see how you really look in the real world, then this phone is for you. Best in class camera. Good enough performance. Amazing software experience. No heating after Jan 5, 23 update. The battery is really good but some iphones and a phone from Moto have got better backup It's easily the most recommendabl... READ MORE",5,Probably the most recommendable phone of the year 2022,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.041, 'neu': 0.691, 'pos': 0.268, 'compound': 0.981}",0.981,Positive
"One month of using pixel 7 Pros : The Cameraa ofcourse ! Design is very stylish , display is good , os is clean  Cons: Heating was my main problem. Without a case, we can feel the heat in the aluminium frame. But after 1st week it reduces, the phone studies our habits and somewhat rectifies. Battery is okay for me but for 50k, it could be way better. If you want to game, this phone is not for you. Processor is not that great. Charging speed - Dear google, whyy 20w? Its slow but manageable. C... READ MORE",4,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.06, 'neu': 0.797, 'pos': 0.144, 'compound': 0.7815}",0.7815,Positive
"Pros: 1. Battery backup: yes, after the recent Android 14 update, the battery backup has been exceptional. 2. True tone camera. Absolutely amazing camera. 3. Premium build quality. 4. Haptics are excellent.  Cons: 1. Takes a long time to charge. Close to 1.5 hours for a full charge. 2. The display has a yellowish tint.",5,Awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.783, 'pos': 0.217, 'compound': 0.923}",0.923,Positive
Good photos,5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.4404,Positive
Amazing one and finally got my Pixel 7. So many features are there. camera ultimate both rear and front. The phone looks premium and very smooth. Astro photo is amazing and it will be great in low light for astro photo. Totally pixel rocked,5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.039, 'neu': 0.743, 'pos': 0.217, 'compound': 0.891}",0.891,Positive
"It's been more than 15 days since I started using Pixel 7. Initially I was a bit hesitant because of charging speed and overall battery capacity as on the other hand some phones were providing 100W of fast charging. However, I finally decided to go ahead with the Pixel 7 because of its machine learning capabilities.  Performance - 4.5/5 Tensor G2 has done a great job and everything feels smooth and snappy. Haptics are great.  Display - 3.5/5 90 Hz refresh rate is kinda good. Though the peak b... READ MORE",4,Good choice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.021, 'neu': 0.83, 'pos': 0.149, 'compound': 0.9187}",0.9187,Positive
"This is the first time ever I bought a google phone and this experience with phone is really awesome, I am already using iphone 13 pro and i needed secondary phone due to low battery life of apple . The camera performance of pixel 7 is really shocking it clicks fabulous shots , hdr contents in photos even beat my iphone.",5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.081, 'neu': 0.795, 'pos': 0.124, 'compound': 0.5719}",0.5719,Positive
First pixel and it's living upto the expectation,4,Worth the money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I was pixel 4a user. Using pixel 7 for 1 day. As per me pixel 4a camera was better to do astrophotography. That was only 12.2MP. I have expected better clarity for this 50MP camera. But it can't take proper moon picture(attached). Picture is getting hazy on zoom for pixel 7. Day light it catch good photos with clarity. Potrait mode is good. Battery is also not that good it's average. Phone is having heating issue. Phone is getting heated If i open 2 3 Apps only.,3,Decent product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.778, 'pos': 0.222, 'compound': 0.9631}",0.9631,Positive
Battery issue solved after update! Satisfied product overall.,5,Highly recommended,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.636}",0.636,Positive
"I Have waited until i could share this i received the delivery on 21 st jan.so its been 18 days i have been using the pixel 7 and here is what i have to say, before that let me clear this up i am long time pixel user from 2xl,3 xl then 4a and now 7..i choose to skip 4 and 5 as they were not available in india and i cannot opt for emi for my choice,  So first up if you are looking for the below things in a phone you should avoid this. 1)Raw performance 2)long gaming sessions 3)Top of the line ... READ MORE",5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.022, 'neu': 0.931, 'pos': 0.048, 'compound': 0.3818}",0.3818,Positive
Amazing,5,Brilliant,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.5859}",0.5859,Positive
"The camera performance is outstanding, I love it. Overall performance is good. But battery life not perfect 😞.",5,Best in the market!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.166, 'neu': 0.541, 'pos': 0.293, 'compound': 0.2624}",0.2624,Positive
"After using OnePlus for 7 years was waiting to switch to Google Mobile. Finally Google released it's flagships here in India after so long. The moment i see the available stock, i placed the order. Delivery was damn slow, it took a week. About the product; it's the best choice i made. Though you see better specs outside for the same price, but the stock Android OS with smart Tensor chip keeps this mobile miles ahead of them. Camera was amazing. It literally killing the professional photograp... READ MORE",4,Really Nice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.08, 'neu': 0.786, 'pos': 0.134, 'compound': 0.6542}",0.6542,Positive
Upgraded from OnePlus 8 My Sacrifices:- Curved display Fast charging Battery backup Snappy UI  I also enjoy Google's native software Camera In hand feel Stereo speakers,4,Worth the money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.7506}",0.7506,Positive
It's Really One of the best phone at a discounted price. Thanks to google and Flipkart for making it available in India.,5,Brilliant,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.8074}",0.8074,Positive
"Overall satisfied with this purchase, battery backup is little bit disappointed also the charging speed. Apart from that Camera and pure android experience is just awesome",5,Terrific,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.086, 'neu': 0.703, 'pos': 0.211, 'compound': 0.6222}",0.6222,Positive
UI is very smooth and in hand feel is so good. The display is astonishing. Only concern is the battery backup. Not feeling the power for 4830 mah.maybe some updates fix it soon. Hope. The best camera setup in that price range.,5,Mind-blowing purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.706, 'pos': 0.268, 'compound': 0.9283}",0.9283,Positive
"Awesome camera, good design, flawless performance and a decent battery performance. Overall a perfect flagship phone. Just go for it.",5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.458, 'pos': 0.542, 'compound': 0.9371}",0.9371,Positive
The phone was excellent and beat the iPhone 13 '14,5,Terrific,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.709, 'pos': 0.291, 'compound': 0.5719}",0.5719,Positive
"Reviewing after 1 month of usage,  Camera quality - quite good performs well at every scenario but the front camera falls behind in low light conditions.  Connectivity - don't have any issue cuz I mostly wifi user  Build quality and design - I absolutely build and design as it stands out from the competition, look and feel very good in hand better than iphone 14,  Performance - performance is kind a mehh.. but very quick and good for daily driver cuz app opening and loading is quite fast a... READ MORE",5,Highly recommended,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.727, 'pos': 0.247, 'compound': 0.9746}",0.9746,Positive
I MOVED FROM IPHONE TO PIXEL IN ANY WAY PIXEL (ANDROID) NOT DISAPPOINT ME PERFORMANCE IS REALLY GOOD CAMERA OUTSTANDING SPECIALLY NIGHT SITE I HAVE FACED LITTLE BIT HEATING ISSUE THEN AFTER 3 DAYS NO HEARING ISSUES I WORRIED ABOUT BATTERY LIFE BUT TREST ME IT'S REALLY MANAGEABLE BUT NEEDS TO IMPROVE CHARGING SPEED DISPLAY AND TOUCH GOOD,5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.049, 'neu': 0.726, 'pos': 0.224, 'compound': 0.9061}",0.9061,Positive
Loved photograph mainly autofocus and details and colour just amazing,5,Super!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.51, 'pos': 0.49, 'compound': 0.8271}",0.8271,Positive
Camera Better Good Captured picture But portrait mode need improved Battery need improve Performance good Feel like premium phone But heating Issue Battery Drain very fast Battery Backup 6 hours 1 Day 2 times charge phone Operating system very smooth,5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.62, 'pos': 0.38, 'compound': 0.9584}",0.9584,Positive
"Writing this review after a month of usage of my first Pixel device.  Overall, this is an all-rounder device with a good battery, great display, and a fantastic camera and software experience.  The build quality is very premium as expected. The design is good to look at and the device is steady when kept on a flat surface (no wobbling due to camera module design). It's a tad bit slippery, so it'll be a good idea to use a back cover.  The display is crisp and the touch and haptic response is g... READ MORE",5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.835, 'pos': 0.165, 'compound': 0.9468}",0.9468,Positive
Camera is excellent and the touch is fantastic... Best phone used till date.. After using for 1 month... Google have arrived..,5,Highly recommended,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.695, 'pos': 0.305, 'compound': 0.836}",0.836,Positive
Excellent mobile Camera - top notch Performance - snapy n fast Battery performance - decent. Last for more than 12 hrs on heavy and moderate use.  People are cribbing about charging time 1.5hrs . I feel it still ok as last for more time no need to change again n gain. Think you are getting top notch product at this price  My suggestion don't go for OnePlus or s22 at this range. Pixel 7 is really value for money.  Another reason I opted for 7 instead of 7pro because same primary sensor which ... READ MORE,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.814, 'pos': 0.161, 'compound': 0.9025}",0.9025,Positive
"Actually I was looking for iphones having large internal memory storage 256gb and also having minimum display size upto 6.1. Camera expected to be more than enough. Not much bloatware.  But when I surfed for Google phones last 5 months. I was really appreciating moment for me that I will have one of this for me.  I have used all this phones like:-  Nokia 1650, Music Xpress in 2009 Samsung keypad 2010 Nokia Lumia 9 series, Micromax Canvas A in 2013 Samsung S4 in 2013 Sony xperia z3 compact in... READ MORE",5,Mind-blowing purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.6474}",0.6474,Positive
"Awesome camera quality, best in segment. The battery was not that good, I use mobile all day and I need to charge the battery 3 times but On 10th October, I have updated it to Android 14 and now the battery is working much better and the heating issue is there but we can ignore that because when we charge the phone it gets heated but after some time when you use it it manages well with the heating and maintains a decent temperature. I used to play BGMI and the performance is awesome, no laggi... READ MORE",5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.07, 'neu': 0.747, 'pos': 0.184, 'compound': 0.928}",0.928,Positive
Amazing Camera,5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.208, 'pos': 0.792, 'compound': 0.5859}",0.5859,Positive
"The camera is a beast, the battery is something where google actually needs a lot of improvement Pathetic after sell service by Google as well as Flipkart. Performance is top notch",4,Pretty good,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.104, 'neu': 0.702, 'pos': 0.194, 'compound': 0.296}",0.296,Positive
I'm Really Very Happy With This Mobile.. Camera is Better Then iPhone 14..!!,5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.586, 'pos': 0.414, 'compound': 0.8296}",0.8296,Positive
Best smartphone in this price range with good battery backup. Better than samsung s22 ultra and iPhone 14 pro. Camera is damn good,5,Best in the market!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.08, 'neu': 0.536, 'pos': 0.384, 'compound': 0.8807}",0.8807,Positive
Heating near camera .. Google asks to shutdown n use one app .. with some story,3,Good,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
Camera is ofcourse it's main selling point but also due to it when processing photos phone tends to heat up and not having option to add external card is con that i find a little disappointing,4,Good choice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.105, 'neu': 0.895, 'pos': 0.0, 'compound': -0.5941}",-0.5941,Negative
"The phone is great. If you are a moderate user you've got nothing to worry about. The camera and software is Amazing. The phone is snappy and the display is good. But if you play a lot of games, this isn't the phone for you as it gets hot after sometime and that's an issue. Other than that, it's a solid phone.",4,Worth the money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.8911}",0.8911,Positive
Overall value for money camera is just another level,4,Good choice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.34}",0.34,Positive
"Phone is great for is it's price. Still has a lot of bugs in OS. No 5G both in Airtel and Jio, will come in a software update later. Battery idle drain is great but drains heavily under heavy use. Display is good and speakers are average. Overall good product foor it's price",4,Delightful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.026, 'neu': 0.762, 'pos': 0.212, 'compound': 0.9042}",0.9042,Positive
Heating issues are there. Feels a but heavy. But overall its a great smartphone.,4,Nice product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.661, 'pos': 0.339, 'compound': 0.7684}",0.7684,Positive
"Liked the product very much. Camera is fascinating, display is very good and battery is okay, can withstand only a day and not as advertised. Saw some bugs here and there in the phone, nothing serious. The main hardship is very slow charging. Looks like that is a common issue with other pixel owners as well. Hope Google fixes the above issues quicker.",4,Really Nice,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.031, 'neu': 0.699, 'pos': 0.27, 'compound': 0.9415}",0.9415,Positive
Camera quality decent... But battery ..... draining very fast.. If want to buy this phone be ready to charge twice a day.,4,Value-for-money,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.789, 'pos': 0.211, 'compound': 0.6243}",0.6243,Positive
Display and camera are A grade. Heat up while charging.. All other is great 👍,5,Terrific,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.745, 'pos': 0.255, 'compound': 0.6249}",0.6249,Positive
Best Android phone at definitely game changer as compared to iphone. Excellent camera and premium in hand feel.. excellent features and reliable battery.  A true smartphone.,5,Awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.483, 'pos': 0.517, 'compound': 0.9652}",0.9652,Positive
"Not as expected.  Have been using this since October 14th , got this in pre order... Battery is not at all good even though i have been using it with adaptive battery. With very low and below average usage you can survive for a day if you are lucky enough.  Camera keeps on Crashing...have to restart the phone many a times then only Camera will work.  Ear piece distortion can also be felt sometimes.  Network issue....Reception is not at all good in this phone , call drop , voice cracking, ca... READ MORE",3,Good,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.099, 'neu': 0.871, 'pos': 0.03, 'compound': -0.671}",-0.671,Negative
"Amazing camera quality very happy with this product,No heating issue 😊👍",5,Wonderful,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.536, 'pos': 0.464, 'compound': 0.8313}",0.8313,Positive
Best HDR images in the market....,5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.543, 'pos': 0.457, 'compound': 0.6369}",0.6369,Positive
"I got this Mobile only in 29k and now this is Rs. 50k.  I was lucky to got this with buyback and coupon with Credit card offer.  Performance is amazing.  1. Camera: Very Good 2. Battery: Very Good 3. UI is fantastic there is so smooth, no any Android Makers can give this type of smooth UI without any Legs and bugs. You never feel borring due to legs. 4. No any call drop situation. Who is telling you about network issue those are liers. 5. Don't Transfer your Data from Old Mobile. Take Backup... READ MORE",5,Just wow!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.061, 'neu': 0.768, 'pos': 0.171, 'compound': 0.9247}",0.9247,Positive
"An amazing phone with brilliant performance, very fast app openings, no lag or bloatware anywhere. I'm fully satisfied and recommend others to buy it. I previously used an iPhone, but when compared to that, I really like the Pixel phone. My previous phone was the Pixel 6a. The most beautiful thing about Pixel phones is that we can keep only the apps we want; there's no need for any third-party apps, which could compromise our privacy. The camera experience is excellent, with vibrant and natur... READ MORE",5,Simply awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.056, 'neu': 0.673, 'pos': 0.27, 'compound': 0.9756}",0.9756,Positive
Beautiful compact phone with a great camera and AI based software features.,5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.529, 'pos': 0.471, 'compound': 0.8402}",0.8402,Positive
Magical Camera.. ✨,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,Neutral
I was a pixel 3a xl user for the last 3 years. Still today I never got a chance to disappoint with camera and performance. Got exchanged with pixel 7. Like before I think no other phones gonna beat this' camera in next few years. A way better than overpriced iphone and similar brands.,5,Super!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.123, 'neu': 0.777, 'pos': 0.1, 'compound': -0.0618}",-0.0618,Negative
Best camera I have ever experienced and I recommend this phone to all Google fans,5,Terrific purchase,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.621, 'pos': 0.379, 'compound': 0.7717}",0.7717,Positive
I'm using this mobile past 3week lets see the pros and cons   Design and Build Quality : I love this Design....To be say frankly this phone comes with solid build quality with aluminum finish and side buttons are very rigid overall build quality is amazing..  Camera : Without any doubts i can say this is one of the best camera in flagship series i compared a image with iPhone 13 and google pixel 7 both images are similar no major difference i found as of now i say the camera performance is... READ MORE,5,Honest Review.....Google Pixel 7,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.042, 'neu': 0.819, 'pos': 0.139, 'compound': 0.8517}",0.8517,Positive
It super mobile 📱,5,Great product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.339, 'pos': 0.661, 'compound': 0.5994}",0.5994,Positive
Best for photography.. colours captured are simply what seen by eyes and additional features are very well optimized Battery life - decent enough if used smartly can cross a day even. Lemongrass.... Wow .... Looks premium without any doubt.. Chosen it above iphone13 and feels it is the perfect decision,5,Worth every penny,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.679, 'pos': 0.321, 'compound': 0.9632}",0.9632,Positive
Best Phone Every..Good Performance,5,Great product,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.417, 'pos': 0.583, 'compound': 0.6369}",0.6369,Positive
Good phone from google.i liked the phone interface and all features,5,Just wow!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.612, 'pos': 0.388, 'compound': 0.6908}",0.6908,Positive
"Clean Android as it should be. Yes battery and charging could have been better. But apart from that, better than iphone 13 camera, specially in dynamic range, the way it pulls up shadows in harsh sunlight. Subject seperation in portrait again better than iphone 13.  If expect a two day battery, iphone 13 is the best bet.",5,Fabulous!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.052, 'neu': 0.645, 'pos': 0.303, 'compound': 0.9565}",0.9565,Positive
Great phone. good UI. Cameras are great. Can't go wrong with a pixel device. Loving the buy,5,Perfect product!,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.385, 'pos': 0.615, 'compound': 0.9556}",0.9556,Positive
"Cons: Battery - charge twice a day Fingerprint - 3-4 attempts required to unlock  Pros: good camera First to receive Android updates  Personal feedback: The phone is good only for photography. I don't think this serves as a daily driver due to battery performance. The phone is snappy, the camera is perfect but the battery and performance is pretty bad. The phone heats up quite quickly. I was using Motorola edge 30 before this and that had a better performance factor. I already sold this con... READ MORE",3,Does the job,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.051, 'neu': 0.794, 'pos': 0.155, 'compound': 0.8248}",0.8248,Positive
Really the product was just out standing .. the phone in hand was very compact and feel premium .. camera is just top notch .. its clean Android,5,Awesome,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.0, 'neu': 0.765, 'pos': 0.235, 'compound': 0.7717}",0.7717,Positive
best camera without Sony images sensor. I phone 13 camera is dull campare to pixel.,5,Excellent,Google Pixel 7,MOBGHW44NHFZJN6N,"{'neg': 0.143, 'neu': 0.635, 'pos': 0.222, 'compound': 0.3612}",0.3612,Positive
